Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,ObjectYear
65.181.1,False,False,True,437913,,European Paintings,1965.0,Painting fragment,A Saint (Mark?) Reading,nan,nan,,,,16266,Artist, ,Bartolomeo Vivarini,"Italian, active Venice 1450–91", ,"Vivarini, Bartolomeo",Italian,1450      ,1491      ,,http://vocab.getty.edu/page/ulan/500029396,https://www.wikidata.org/wiki/Q456971,ca. 1470,1465,1475,"Tempera on wood, gold ground",18 5/8 x 14 3/4 in. (47.3 x 37.5 cm),"Bequest of Adele L. Lehman, in memory of Arthur Lehman, 1965",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437913,https://www.wikidata.org/wiki/Q19912872,,"Metropolitan Museum of Art, New York, NY",Reading|Saint Mark|Men,http://vocab.getty.edu/page/aat/300248178|http://vocab.getty.edu/page/ia/901000495|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q199657|https://www.wikidata.org/wiki/Q31966|https://www.wikidata.org/wiki/Q8441,1470.0
06.1200,False,False,True,437914,965,European Paintings,1906.0,Painting,Calm Sea,nan,nan,,,,16266,Artist, ,Simon de Vlieger,"Dutch, Rotterdam (?) ca. 1600/1601–1653 Weesp", ,"Vlieger, Simon de",Dutch,1600      ,1653      ,,http://vocab.getty.edu/page/ulan/500002742,https://www.wikidata.org/wiki/Q1093129,after 1640,1640,1653,Oil on wood,14 3/4 x 17 1/2 in. (37.5 x 44.5 cm),"Rogers Fund, 1906",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437914,https://www.wikidata.org/wiki/Q19912761,,"Metropolitan Museum of Art, New York, NY",Boats|Seascapes,http://vocab.getty.edu/page/aat/300178749|http://vocab.getty.edu/page/aat/300117546,https://www.wikidata.org/wiki/Q35872|https://www.wikidata.org/wiki/Q158607,1640.0
1976.23.2,False,True,True,437915,964,European Paintings,1976.0,Painting,"Interior of the Oude Kerk, Delft",nan,nan,,,,10843,Artist, ,Hendrick van Vliet,"Dutch, Delft 1611/12–1675 Delft", ,"Vliet, Hendrick van",Dutch,1611      ,1675      ,,http://vocab.getty.edu/page/ulan/500011033,https://www.wikidata.org/wiki/Q864173,1660,1660,1660,Oil on canvas,32 1/2 x 26 in. (82.6 x 66 cm),"Gift of Clarence Dillon, 1976",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437915,https://www.wikidata.org/wiki/Q19905272,,"Metropolitan Museum of Art, New York, NY",Columns|Interiors|Churches,http://vocab.getty.edu/page/aat/300001571|http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300007466,https://www.wikidata.org/wiki/Q4817|https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q16970,1660.0
18.22.1,False,False,True,437916,,European Paintings,1918.0,Painting,Still Life with Cheese,nan,nan,,,,10843,Artist, ,Antoine Vollon,"French, Lyons 1833–1900 Paris", ,"Vollon, Antoine",French,1833      ,1900      ,,http://vocab.getty.edu/page/ulan/500014118,https://www.wikidata.org/wiki/Q587078,probably late 1870s,1853,1900,Oil on canvas,33 3/8 x 35 3/8 in. (84.8 x 89.9 cm),"Bequest of William Hall Walker, 1917",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437916,https://www.wikidata.org/wiki/Q19912006,,"Metropolitan Museum of Art, New York, NY",Cheese|Still Life,http://vocab.getty.edu/page/aat/300390514|http://vocab.getty.edu/page/aat/300015638,https://www.wikidata.org/wiki/Q10943|https://www.wikidata.org/wiki/Q170571,1870.0
89.15.37,False,False,True,437917,,European Paintings,1889.0,Painting,Portrait of a Woman,nan,nan,,,,16267,Artist, ,Cornelis de Vos,"Flemish, Hulst 1584/85–1651 Antwerp", ,"Vos, Cornelis de",Flemish,1584      ,1651      ,,http://vocab.getty.edu/page/ulan/500022702,https://www.wikidata.org/wiki/Q474934,,1603,1651,Oil on wood,49 3/8 x 38 in. (125.4 x 96.5 cm),"Marquand Collection, Gift of Henry G. Marquand, 1889",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437917,https://www.wikidata.org/wiki/Q19912878,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,
71.46,False,False,True,437918,,European Paintings,1871.0,Painting,Portrait of a Young Woman,nan,nan,,,,16267,Artist, ,Cornelis de Vos,"Flemish, Hulst 1584/85–1651 Antwerp", ,"Vos, Cornelis de",Flemish,1584      ,1651      ,,http://vocab.getty.edu/page/ulan/500022702,https://www.wikidata.org/wiki/Q474934,,1603,1651,Oil on canvas,"46 1/2 x 37 1/4 in. (118.1 x 94.6 cm), including added strip of 2 3/4 in. (7 cm) at top","Purchase, 1871",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437918,https://www.wikidata.org/wiki/Q19912750,,"Metropolitan Museum of Art, New York, NY",Fans|Portraits|Women,http://vocab.getty.edu/page/aat/300258857|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q193220|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,
06.1039,False,False,True,437919,,European Paintings,1906.0,Painting,Two Tritons at the Feast of Acheloüs,nan,nan,,,,16267016243,Artist|Artist,Attributed to|and Attributed to,Cornelis de Vos|Frans Snyders,"Flemish, Hulst 1584/85–1651 Antwerp|Flemish, Antwerp 1579–1657 Antwerp", | ,"Vos, Cornelis de|Snyders, Frans",Flemish|Flemish,1584      |1579      ,1651      |1657      ,|,http://vocab.getty.edu/page/ulan/500022702|http://vocab.getty.edu/page/ulan/500115396,https://www.wikidata.org/wiki/Q474934|https://www.wikidata.org/wiki/Q29231,,1603,1651,Oil on canvas,62 3/4 x 45 7/8 in. (159.4 x 116.5 cm),"Marquand Fund, 1906",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437919,https://www.wikidata.org/wiki/Q19912110,,"Metropolitan Museum of Art, New York, NY",Triton|Men|Crabs, |http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300249722,https://www.wikidata.org/wiki/Q148030|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q16033394,
71.5,False,True,True,437920,,European Paintings,1871.0,Painting,A Vase with Flowers,nan,nan,,,,10843,Artist, ,Jacob Vosmaer,"Dutch, Delft ca. 1584–1641 Delft", ,"Vosmaer, Jacob",Dutch,1584      ,1641      ,,http://vocab.getty.edu/page/ulan/500010811,https://www.wikidata.org/wiki/Q1478130,probably 1613,1613,1613,Oil on wood,33 1/2 x 24 5/8 in. (85.1 x 62.5 cm),"Purchase, 1871",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437920,https://www.wikidata.org/wiki/Q19912017,,"Metropolitan Museum of Art, New York, NY",Flowers|Still Life|Vases,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300015638|http://vocab.getty.edu/page/aat/300132254,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q170571|https://www.wikidata.org/wiki/Q191851,1613.0
71.63,False,False,True,437921,,European Paintings,1871.0,Painting,Portrait of a Man,nan,nan,,,,16507,Artist, ,Abraham de Vries,"Dutch, The Hague (?) ca. 1590–1649/50 The Hague (?)", ,"Vries, Abraham de",Dutch,1585      ,1650      ,,http://vocab.getty.edu/page/ulan/500032756,https://www.wikidata.org/wiki/Q2821872,1643,1643,1643,Oil on wood,25 1/4 x 21 in. (64.1 x 53.3 cm),"Purchase, 1871",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437921,https://www.wikidata.org/wiki/Q19913266,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,1643.0
71.116,False,False,True,437922,,European Paintings,1871.0,Painting,The Pigeon House,nan,nan,,,,10844,Artist, ,Roelof van Vries,"Dutch, Haarlem 1630/31–after 1681", ,"Vries, Roelof van",Dutch,1630      ,1681      ,,http://vocab.getty.edu/page/ulan/500018724,https://www.wikidata.org/wiki/Q2557532,,1650,1681,Oil on canvas,14 1/2 x 12 in. (36.8 x 30.5 cm),"Purchase, 1871",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437922,https://www.wikidata.org/wiki/Q19913267,,"Metropolitan Museum of Art, New York, NY",Houses|Men|Boats,http://vocab.getty.edu/page/aat/300005433|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q3947|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q35872,
87.15.99,False,False,True,437923,,European Paintings,1887.0,Painting,"A Day in October, near Waxholm, Sweden",nan,nan,,,,10844,Artist, ,Alfred Wahlberg,"Swedish, Stockholm 1834–1906 Tranås", ,"Wahlberg, Alfred",Swedish,1834      ,1906      ,,http://vocab.getty.edu/page/ulan/500018082,https://www.wikidata.org/wiki/Q2644198,1873,1873,1873,Oil on canvas,41 x 64 1/2 in. (104.1 x 163.8 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437923,https://www.wikidata.org/wiki/Q19913417,,"Metropolitan Museum of Art, New York, NY",Windmills|Villages|Landscapes,http://vocab.getty.edu/page/aat/300006273|http://vocab.getty.edu/page/aat/300008372|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q38720|https://www.wikidata.org/wiki/Q532|https://www.wikidata.org/wiki/Q191163,1873.0
49.7.54,False,True,True,437925,,European Paintings,1949.0,Painting,The French Comedians,nan,nan,,,,16269,Artist, ,Antoine Watteau,"French, Valenciennes 1684–1721 Nogent-sur-Marne", ,"Watteau, Antoine",French,1684      ,1721      ,,http://vocab.getty.edu/page/ulan/500032644,https://www.wikidata.org/wiki/Q183221,ca. 1720,1715,1725,Oil on canvas,22 1/2 x 28 3/4 in. (57.2 x 73 cm),"The Jules Bache Collection, 1949",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437925,https://www.wikidata.org/wiki/Q19911603,,"Metropolitan Museum of Art, New York, NY",Men|Women|Theatre|Actors,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300417582|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q11635|https://www.wikidata.org/wiki/Q33999,1720.0
34.138,True,True,True,437926,,European Paintings,1934.0,Painting,Mezzetin,nan,nan,,,,16269,Artist, ,Antoine Watteau,"French, Valenciennes 1684–1721 Nogent-sur-Marne", ,"Watteau, Antoine",French,1684      ,1721      ,,http://vocab.getty.edu/page/ulan/500032644,https://www.wikidata.org/wiki/Q183221,ca. 1718–20,1718,1720,Oil on canvas,21 3/4 x 17 in. (55.2 x 43.2 cm),"Munsey Fund, 1934",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437926,https://www.wikidata.org/wiki/Q17635065,,"Metropolitan Museum of Art, New York, NY",Men|Guitars|Actors|Music,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300042025|http://vocab.getty.edu/page/aat/300025658|http://vocab.getty.edu/page/aat/300435214,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q6607|https://www.wikidata.org/wiki/Q33999|https://www.wikidata.org/wiki/Q638,1718.0
60.71.21,False,False,True,437927,,European Paintings,1960.0,Painting,The Cascade,nan,nan,,,,16269,Artist,Copy after,Antoine Watteau,"French, late 18th century", ,"Watteau, Antoine",French,1684      ,1721      ,,http://vocab.getty.edu/page/ulan/500032644,https://www.wikidata.org/wiki/Q183221,,1704,1721,Oil on wood,Diameter 8 1/2 in. (21.6 cm),"Bequest of Lillian S. Timken, 1959",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437927,https://www.wikidata.org/wiki/Q19912007,,"Metropolitan Museum of Art, New York, NY",Guitars|Men|Women,http://vocab.getty.edu/page/aat/300042025|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q6607|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,
60.71.20,False,False,True,437928,,European Paintings,1960.0,Painting,The Country Dance,nan,nan,,,,16269,Artist,Copy after,Antoine Watteau,"French, late 18th century", ,"Watteau, Antoine",French,1684      ,1721      ,,http://vocab.getty.edu/page/ulan/500032644,https://www.wikidata.org/wiki/Q183221,,1704,1721,Oil on wood,Diameter 8 1/2 in. (21.6 cm),"Bequest of Lillian S. Timken, 1959",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437928,https://www.wikidata.org/wiki/Q19912111,,"Metropolitan Museum of Art, New York, NY",Men|Women|Dancing,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300389779,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43393537,
97.41.3,False,False,True,437935,,European Paintings,1897.0,Painting,"An Old Bridge at Hendon, Middlesex",nan,nan,,,,10845,Artist, ,Frederick Waters Watts,"British, Bath 1800–1870 Hampstead", ,"Watts, Frederick Waters",British,1800      ,1870      ,,http://vocab.getty.edu/page/ulan/500000283,https://www.wikidata.org/wiki/Q5498969,ca. 1828,1820,1833,Oil on canvas,21 3/4 x 32 3/4 in. (55.2 x 83.2 cm),"Gift of George A. Hearn, 1897",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437935,https://www.wikidata.org/wiki/Q19911883,,"Metropolitan Museum of Art, New York, NY",Bridges|Men|Dogs|Streams,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300008699,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q47521,1828.0
05.39.1,False,False,True,437936,,European Paintings,1905.0,Painting,Ariadne,nan,nan,,,,16510,Artist, ,George Frederic Watts,"British, London 1817–1904 London", ,"Watts, George Frederic",British,1817      ,1904      ,,http://vocab.getty.edu/page/ulan/500026988,https://www.wikidata.org/wiki/Q183245,1894,1894,1894,Oil on canvas,24 x 20 in. (61 x 50.8 cm),"Rogers Fund, 1905",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437936,https://www.wikidata.org/wiki/Q19905432,,"Metropolitan Museum of Art, New York, NY",Animals|Ariadne|Satyrs|Panthers,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/ia/901000155|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300310390,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q184874|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q35255,1894.0
50.55,False,True,True,437937,965,European Paintings,1950.0,Painting,Gamepiece with a Dead Heron,nan,nan,,,,10845,Artist, ,Jan Weenix,"Dutch, Amsterdam ca. 1641?–1719 Amsterdam", ,"Weenix, Jan",Dutch,1641      ,1719      ,,http://vocab.getty.edu/page/ulan/500010753,https://www.wikidata.org/wiki/Q1346044,1695,1695,1695,Oil on canvas,52 3/4 x 43 3/4 in. (134 x 111.1 cm),"Rogers Fund, 1950",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437937,https://www.wikidata.org/wiki/Q19912005,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers|Death,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300151836,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q4,1695.0
15.30.52,False,False,True,437939,,European Paintings,1915.0,Painting,The Highland Family,nan,nan,,,,16623,Artist, ,Sir David Wilkie,"British, Cults, Scotland 1785–1841 off Gibraltar", ,"Wilkie, David, Sir","British, Scottish",1785      ,1841      ,,http://vocab.getty.edu/page/ulan/500121036,https://www.wikidata.org/wiki/Q902759,1824,1824,1824,Oil on wood,24 x 36 in. (61 x 91.4 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437939,https://www.wikidata.org/wiki/Q19911769,,"Metropolitan Museum of Art, New York, NY",Interiors|Infants|Men|Women|Dogs|Family,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300435378,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q8436,1824.0
05.32.3,False,False,True,437941,806,European Paintings,1905.0,Painting,Lake Nemi and Genzano from the Terrace of the Capuchin Monastery,nan,nan,,,,16618,Artist, ,Richard Wilson,"British, Penegoes, Wales 1712/13–1782 Denbighshire, Wales", ,"Wilson, Richard","British, Welsh",1712      ,1782      ,,http://vocab.getty.edu/page/ulan/500022703,https://www.wikidata.org/wiki/Q471387,ca. 1756–57,1756,1757,Oil on canvas,16 7/8 x 21 1/8 in. (42.9 x 53.7 cm),"Gift of George A. Hearn, 1905",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437941,https://www.wikidata.org/wiki/Q19905203,,"Metropolitan Museum of Art, New York, NY",Lakes|Landscapes,http://vocab.getty.edu/page/aat/300008680|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q23397|https://www.wikidata.org/wiki/Q191163,1756.0
1978.403,False,True,True,437942,,European Paintings,1978.0,Painting,"The Empress Eugénie (Eugénie de Montijo, 1826–1920, Condesa de Teba)",nan,nan,,,,16274,Artist, ,Franz Xaver Winterhalter,"German, Menzenschwand 1805–1873 Frankfurt", ,"Winterhalter, Franz Xaver",German,1805      ,1873      ,,http://vocab.getty.edu/page/ulan/500007953,https://www.wikidata.org/wiki/Q168659,1854,1854,1854,Oil on canvas,36 1/2 x 29 in. (92.7 x 73.7 cm),"Purchase, Mr. and Mrs. Claus von Bülow Gift, 1978",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437942,https://www.wikidata.org/wiki/Q19913083,,"Metropolitan Museum of Art, New York, NY",Portraits|Profiles|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q4382010|https://www.wikidata.org/wiki/Q467,1854.0
67.187.119,False,False,True,437943,,European Paintings,1967.0,Painting,"Countess Alexander Nikolaevitch Lamsdorff (Maria Ivanovna Beck, 1835–1866)",nan,nan,,,,16274,Artist, ,Franz Xaver Winterhalter,"German, Menzenschwand 1805–1873 Frankfurt", ,"Winterhalter, Franz Xaver",German,1805      ,1873      ,,http://vocab.getty.edu/page/ulan/500007953,https://www.wikidata.org/wiki/Q168659,1859,1859,1859,Oil on canvas,57 1/4 x 45 1/4 in. (145.4 x 114.9 cm),"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437943,https://www.wikidata.org/wiki/Q19912746,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,1859.0
01.21,False,True,True,437944,,European Paintings,1901.0,Painting,Florinda,nan,nan,,,,16274,Artist, ,Franz Xaver Winterhalter,"German, Menzenschwand 1805–1873 Frankfurt", ,"Winterhalter, Franz Xaver",German,1805      ,1873      ,,http://vocab.getty.edu/page/ulan/500007953,https://www.wikidata.org/wiki/Q168659,1853,1853,1853,Oil on canvas,70 1/4 x 96 3/4 in. (178.4 x 245.7 cm),"Bequest of William H. Webb, 1899",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437944,https://www.wikidata.org/wiki/Q16965240,,"Metropolitan Museum of Art, New York, NY",Women|Female Nudes|Ponds,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300008688,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q3253281,1853.0
